Review,Sentiments,Aspects,Aspects With Value,Extra Tag
can t say whether i rec d an  updated  model but it will not read dvd  rw s or vcd s for me ,negative,"read, dvd, vcd","read[-2], dvd[-2], vcd[-2]",
it did play a dvdr which was unplayable in my older philips machine ,positive,"play, r","play[+2], r[+2]",
mixed bag i guess but the price was right ,positive,price,price[+2],
this is the third apex product i ve bought and they continue to impress for the price ,positive,price,price[+3],
the build quality feels solid  it does nt shake or whine while playing discs  and the picture and sound is top notch  both dts and dd51 sound good  ,positive,"quality, picture, sound","quality[+2], picture[+2], sound[+2]",
it looks really sleek and stylish  and does everything it claims ,positive,"look, player","look[+3], player[+1]","[u], [p]"
i tried as bunch of different formats to see if it would play and it did ,positive,format,format[+1],
i am very pleased with this product and the price to match and have nt had any problems ,positive,product,product[+3],
there are really easy directions for setup and fiddling around with the picture  zoom etc ,positive,direction,direction[+3],
so sit back  relax and brag to all your friends who paid a mountain of money for a dvd player that can t do half the things this one can  and for a fraction of the price ,positive,player,player[+2],
noiseless  lightweight and oh yeah ,positive,"sound, weight","sound[+1], weight[+1]",
works great ,positive,"work, player","work[+3], player[+2]",[u]
silverish color really adds a special touch ,positive,color,color[+2],
it plays just about any format  check before you buy if it plays yours  ,positive,format,format[+2],
either way  can t go wrong with this price ,positive,price,price[+2],
i am really impressed by this dvd player ,positive,player,player[+3],
for instance  i made several backups of my dvd movies using dvdr  w  and  r  w  and it plays the dvds ,positive,"play, dvd","play[+2], dvd[+2]",
no matter the format ,positive,format,format[+3],
i recently purchased the canon powershot g3 and am extremely satisfied with the purchase ,positive,g3,g3[+3],
the camera is very easy to use  in fact on a recent trip this past week i was asked to take a picture of a vacationing elderly group ,positive,use,use[+2],
they fired away and the picture turned out quite nicely   as all of my pictures have thusfar  ,positive,picture,picture[+2],
a few of my work constituants owned the g2 and highly recommended the canon for picture quality ,positive,quality,quality[+1],
i m easily enlarging pictures to 8 12 x 11 with no visable loss in picture quality and not even using the best possible setting as yet  super fine  ,positive,quality,quality[+1],
bottom line  well made camera  easy to use  very flexible and powerful features to include the ability to use external flash and lense  filters choices ,positive,"camera, use, feature","camera[+2], use[+2], feature[+1]",
i d highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like ,positive,"quality, use, option","quality[+3], use[+1], option[+1]",
this is my first digital camera  and what a  toy  it is ,positive,camera,camera[+2],
just a little overview  powershot g3 is the flagship of canon s powershot series and its an slrlike camera  its 4 megapixel and  alsmost  full manual control gives the pictures a touch of brilliance ,positive,picture,picture[+2],
whether you are a novice or an expert  its ease of use and functionality goes together ,positive,use,use[+1],
 main dial is not backlit ,negative,dial,dial[-1],
 lens visible in optical viewfinder ,negative,viewfinder,viewfinder[-2],
overall i m happy with my toy ,positive,camera,camera[+2],[p]
in a word   awesome  is how i would describe this camera ,positive,camera,camera[+3],
i wo nt go into the details here  as the online sites  stevesdigicams  dpreviews  go into great depth in their reviews  but i am very pleased with the features  the speed  the picture quality  the flexibility  the automation  and the functional conveniences this camera offers ,positive,"speed, quality, function","speed[+2], quality[+2], function[+2]",
with the automatic settings  i really have nt taken a bad picture yet ,positive,setting,setting[+2],
i am absolutely in awe of this camera  canon put enormous quality into the g3 ,positive,camera,camera[+3],
i bought my canon g3 about a month ago and i have to say i am very satisfied ,positive,g3,g3[+3],
i have taken hundreds of photos with it and i continue to be amazed by their quality ,positive,quality,quality[+2],
the g3 is loaded with many useful features  and unlike many smaller digital cameras  it is easy to hold steady when using slower shutter speeds ,positive,feature,feature[+2],
the lens is visible in the viewfinder when the lens is set to the wide angle  but since i use the lcd most of the time  this is not really much of a bother to me ,negative,viewfinder,viewfinder[-1],
despite this minor disappointment  i highly recommend the canon g3 anyone who is serious about digital photography ,positive,camera,camera[+2],
i have only had this camera for one full day and i have to say that it is wonderful ,positive,camera,camera[+2],
the photo quality is amazing and i know i m going to have fun with all the features ,positive,quality,quality[+3],
the reason i rated it a four is because of that darn diopter adjustment dial its very small and hard to turn so you can t get an accurate adjustment  for those of you who do nt know what a diopter adjustment is  it is to adjust the focus of the viewfinder to your eyesight  ,negative,dial,dial[-1],
1  slr like programming and exposure control gives you latitude to be creative  yet its progam and auto exposure settings provide excellent photos if you do nt want to bother with the settings ,positive,"control, setting","control[+2], setting[+2]",
excellent range of metering options as well ,positive,option,option[+2],
it s great to switch to spot metering and actually see it working on the lcd screen ,positive,metering,metering[+1],
2  4mp is about right for the target market of this camera  semiserious amateur photographer ,positive,4mp,4mp[+1],
3  4x zoom is nice,positive,zoom,zoom[+1],
5  its focusing system is also very flexible ,positive,focus,focus[+2],
